Search,Study,Experiment,Dataset,Reference,Type,Culture,Mixed culture species IDs (strains),ID,Strain,Order,Family,Genus,Species,Growth medium,Type of fermentation,Final electron acceptor,Initial pH,Fermentation products listed,(An)aerobic?,Test temp (K),Variable 2,Variable 2 value,Variable 2 units,Variable 3,Variable 3 value,Variable 3 units,Rate_type,Rate,Rate units,1_kT,ln_rate
12,62,62-A,62-A-02,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,291.9456,,,,,,,Inverse of 50% dehalogenation time,0.034813123,/h,39.75044298,-3.357760866
12,62,62-A,62-A-02,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,293.5782,,,,,,,Inverse of 50% dehalogenation time,0.061400923,/h,39.52938919,-2.790330411
12,62,62-A,62-A-02,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,295.8231,,,,,,,Inverse of 50% dehalogenation time,0.086628088,/h,39.22941422,-2.446131174
12,62,62-A,62-A-02,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,298.6803,,,,,,,Inverse of 50% dehalogenation time,0.114030286,/h,38.85414246,-2.171291199
12,64,64-A,64-A-01,"Ollivier B, Hatchikian CE, Prensier G, Guezennec J, Garcia JL (1991).  Desulfohalobium retbaense gen. nov., sp. nov., a halophilic sulfate-reducing bacterium from sediments of a hypersaline lake in Senegal.  International Journal of Systematic Bacteriology 41(1):74-81.",Reducer,Pure,,Desulfohalobium retbaense,HR100,Desulfovibrionales,Desulfovibrionaceae,Desulfohalobium,retbaense,Acetate,,"Sulfate, pyruvate, sulfur, thiosulfate and sulfite",,,Anaerobic,288.0254,,,,,,,Specific growth,9.8294,/h,40.29147056,2.285377895
12,64,64-A,64-A-01,"Ollivier B, Hatchikian CE, Prensier G, Guezennec J, Garcia JL (1991).  Desulfohalobium retbaense gen. nov., sp. nov., a halophilic sulfate-reducing bacterium from sediments of a hypersaline lake in Senegal.  International Journal of Systematic Bacteriology 41(1):74-81.",Reducer,Pure,,Desulfohalobium retbaense,HR100,Desulfovibrionales,Desulfovibrionaceae,Desulfohalobium,retbaense,Acetate,,"Sulfate, pyruvate, sulfur, thiosulfate and sulfite",,,Anaerobic,294.0245,,,,,,,Specific growth,26.1844,/h,39.4693875,3.265163814
12,65,65-A,65-A-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, Sleytr UB, Prieur D (1999).  Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213(T) as Methanococcus fervens sp. nov.  International Journal of Systematic Bacteriology 49(2):583-589. ",Methane producer,Pure,,Methanococcus vulcanius,M7T,Methanococcales,Methanococcaceae,Methanococcus,vulcanius,"Yeast, cystine",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,294.484,,,,,,,Specific growth,4.5748,/h,39.40780119,1.520562982
12,65,65-A,65-A-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, Sleytr UB, Prieur D (1999).  Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213(T) as Methanococcus fervens sp. nov.  International Journal of Systematic Bacteriology 49(2):583-589. ",Methane producer,Pure,,Methanococcus vulcanius,M7T,Methanococcales,Methanococcaceae,Methanococcus,vulcanius,"Yeast, cystine",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,297.7377,,,,,,,Specific growth,9.3834,/h,38.97714977,2.238942171
12,65,65-A,65-A-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, Sleytr UB, Prieur D (1999).  Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213(T) as Methanococcus fervens sp. nov.  International Journal of Systematic Bacteriology 49(2):583-589. ",Methane producer,Pure,,Methanococcus vulcanius,M7T,Methanococcales,Methanococcaceae,Methanococcus,vulcanius,"Yeast, cystine",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,301.1193,,,,,,,Specific growth,16.8484,/h,38.53943246,2.824255697
12,65,65-A,65-A-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, Sleytr UB, Prieur D (1999).  Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213(T) as Methanococcus fervens sp. nov.  International Journal of Systematic Bacteriology 49(2):583-589. ",Methane producer,Pure,,Methanococcus vulcanius,M7T,Methanococcales,Methanococcaceae,Methanococcus,vulcanius,"Yeast, cystine",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,304.9586,,,,,,,Specific growth,26.4899,/h,38.05423728,3.276763528
12,65,65-A,65-A-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, Sleytr UB, Prieur D (1999).  Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213(T) as Methanococcus fervens sp. nov.  International Journal of Systematic Bacteriology 49(2):583-589. ",Methane producer,Pure,,Methanococcus vulcanius,M7T,Methanococcales,Methanococcaceae,Methanococcus,vulcanius,"Yeast, cystine",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,307.7818,,,,,,,Specific growth,33.2785,/h,37.70517596,3.504911543
12,65,65-B,65-B-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr UB, Prieur D (1998).  Methanococcus infernos sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent.  International Journal of Systematic Bacteriology 48(3):913-919.",Methane producer,Pure,,Methanococcus infernos,MET,Methanococcales,Methanococcaceae,Methanococcus,infernos,"Yeast, peptone, acetate",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,298.0469,,,,,,,Specific growth,3.9513,/h,38.93671407,1.374044639
12,65,65-B,65-B-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr UB, Prieur D (1998).  Methanococcus infernos sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent.  International Journal of Systematic Bacteriology 48(3):913-919.",Methane producer,Pure,,Methanococcus infernos,MET,Methanococcales,Methanococcaceae,Methanococcus,infernos,"Yeast, peptone, acetate",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,300.595,,,,,,,Specific growth,8.2298,/h,38.60665322,2.107761713
12,65,65-B,65-B-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr UB, Prieur D (1998).  Methanococcus infernos sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent.  International Journal of Systematic Bacteriology 48(3):913-919.",Methane producer,Pure,,Methanococcus infernos,MET,Methanococcales,Methanococcaceae,Methanococcus,infernos,"Yeast, peptone, acetate",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,302.9171,,,,,,,Specific growth,17.3094,/h,38.31070258,2.851249707
12,65,65-B,65-B-01,"Jeanthon C, L'Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr UB, Prieur D (1998).  Methanococcus infernos sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent.  International Journal of Systematic Bacteriology 48(3):913-919.",Methane producer,Pure,,Methanococcus infernos,MET,Methanococcales,Methanococcaceae,Methanococcus,infernos,"Yeast, peptone, acetate",,Sulfur,6.5,Hydrogen sulfide,Anaerobic,305.4952,,,,,,,Specific growth,29.8061,/h,37.9873953,3.394713071
12,66,66-A,66-A-01,"Bae SS, Kim YJ, Yang SH, Lim JK, Jeon JH, Lee HS, Kang SG, Kim SJ, Lee JH (2006).  Thermococcus onnurineus sp. nov., a hyperthermophilic Archaeon isolated from a deep-sea hydrothermal vent area at the PACMANUS field.  Journal of Microbiology and Biotechnology 16(11):1826-1831.",Reducer,Pure,,Thermococcus onnurineus,NA1T,Thermococcales,Thermococcaceae,Thermococcus,onnurineus,YPS,,Sulfur,,Hydrogen sulfide,Anaerobic,343.0473,,,,,,,Specific growth,0.0843,/h,33.82905776,-2.473373414
12,66,66-A,66-A-01,"Bae SS, Kim YJ, Yang SH, Lim JK, Jeon JH, Lee HS, Kang SG, Kim SJ, Lee JH (2006).  Thermococcus onnurineus sp. nov., a hyperthermophilic Archaeon isolated from a deep-sea hydrothermal vent area at the PACMANUS field.  Journal of Microbiology and Biotechnology 16(11):1826-1831.",Reducer,Pure,,Thermococcus onnurineus,NA1T,Thermococcales,Thermococcaceae,Thermococcus,onnurineus,YPS,,Sulfur,,Hydrogen sulfide,Anaerobic,345.9106,,,,,,,Specific growth,0.1381,/h,33.54903529,-1.979777219
12,66,66-A,66-A-01,"Bae SS, Kim YJ, Yang SH, Lim JK, Jeon JH, Lee HS, Kang SG, Kim SJ, Lee JH (2006).  Thermococcus onnurineus sp. nov., a hyperthermophilic Archaeon isolated from a deep-sea hydrothermal vent area at the PACMANUS field.  Journal of Microbiology and Biotechnology 16(11):1826-1831.",Reducer,Pure,,Thermococcus onnurineus,NA1T,Thermococcales,Thermococcaceae,Thermococcus,onnurineus,YPS,,Sulfur,,Hydrogen sulfide,Anaerobic,347.8043,,,,,,,Specific growth,0.233,/h,33.3663699,-1.456716825
12,66,66-A,66-A-01,"Bae SS, Kim YJ, Yang SH, Lim JK, Jeon JH, Lee HS, Kang SG, Kim SJ, Lee JH (2006).  Thermococcus onnurineus sp. nov., a hyperthermophilic Archaeon isolated from a deep-sea hydrothermal vent area at the PACMANUS field.  Journal of Microbiology and Biotechnology 16(11):1826-1831.",Reducer,Pure,,Thermococcus onnurineus,NA1T,Thermococcales,Thermococcaceae,Thermococcus,onnurineus,YPS,,Sulfur,,Hydrogen sulfide,Anaerobic,350.7997,,,,,,,Specific growth,0.2471,/h,33.08146194,-1.397962166
12,66,66-A,66-A-01,"Bae SS, Kim YJ, Yang SH, Lim JK, Jeon JH, Lee HS, Kang SG, Kim SJ, Lee JH (2006).  Thermococcus onnurineus sp. nov., a hyperthermophilic Archaeon isolated from a deep-sea hydrothermal vent area at the PACMANUS field.  Journal of Microbiology and Biotechnology 16(11):1826-1831.",Reducer,Pure,,Thermococcus onnurineus,NA1T,Thermococcales,Thermococcaceae,Thermococcus,onnurineus,YPS,,Sulfur,,Hydrogen sulfide,Anaerobic,352.8771,,,,,,,Specific growth,0.3314,/h,32.88671021,-1.104429174
